comments,Anomoly_indicator,agoitemid1_ags_authoritative_feature_layers_only,agoitemid2_ags_deprecated_feature_layer_items_only,agoitemid3_ags_deprecated_map_image_layer_items_only,agoitem_serviceurl1_ags_toberetired_arcserver,agoitem_serviceurl2_ags_toberetired_arcgis,name1_agoitem_ags,feat_class,agoitem_serviceurl3_ags_new_minimap,agoitemid4_hosted_authoritative_feature_layers_only,name4_agoitem_hosted_authoritative_feature_layer,agoitem_serviceurl4_hosted_authoritative_feature_layer,
,n/a,08be742099db42929bf6da654933d8fc,n/a,23685893a3f44dcc9e70ab8357cffd9c,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/418,n/a,CBM - Integrated Cadastral Fabric (Public View),WHSE_CADASTRE.CBM_CADASTRAL_FABRIC_PUB_SVW,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_cadastre/MapServer/1,n/a,n/a,n/a,
,n/a,cf47fb23ba26477b8b3e4e236d24b73f,n/a,0bed392d7d7341a997aee30515bd0fc6,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/324,n/a,Environmental Assessment Office (EAO) - Points (SVW),WHSE_ENVIRONMENT_ASSESSMENT.EPIC_PROJECT_POINTS_SVW,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environment_assessment/MapServer/0,n/a,n/a,n/a,
,n/a,5ae54eda51ea48c98085244c75ac3ea8,n/a,5658bc8ce8284c8cb7a6dc66d084ba2f,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/195,n/a,Contaminated Sites Regulation - Natural Wildlands Land Use,WHSE_ENVIRONMENT_ASSESSMENT.CSR_NATURAL_WILDLANDS_SP,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environment_assessment/MapServer/1,n/a,n/a,n/a,
,n/a,7f3e4149e40842a98603c16d49a8d24e,n/a,460a52fa5b0c4564bc95e6fe14b02b29,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/1,n/a,Coastal BC Marine Industrial Sites,WHSE_ENVIRONMENTAL_MONITORING.CHRA_INDUSTRIES_POINT,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/0,n/a,n/a,n/a,
,n/a,ac7a78363be54075923488c81fa4268e,n/a,e3b49a69ce064a2e868dbf8d02c89c97,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/357,n/a,Coastal BC Marine Navigation Hazards - Line,WHSE_ENVIRONMENTAL_MONITORING.CHRA_MARINE_HAZARDS_LINE,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/1,n/a,n/a,n/a,
,n/a,527e82bfde6840469f3b2e2fba0318b8,n/a,n/a,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/839,n/a,BC Canadian Aquatic Biomonitoring Network (CABIN) Sites,WHSE_ENVIRONMENTAL_MONITORING.ENV_CABIN_BIOASSESSMENTS_SP,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/10,n/a,n/a,n/a,
,n/a,0dbe373e826e496c92115ffb2e213aaf,n/a,d2a0b2bc4b7b4fc3bfc515da3235ac84,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/686,n/a,BC Environmental Monitoring Location Groups,WHSE_ENVIRONMENTAL_MONITORING.EMS_MONITORING_LOCN_GROUPS_SVW,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/11,n/a,n/a,n/a,
,n/a,37098f6ff62b4926a09e3a3b7735da4d,n/a,17b60ba47205442f9307b1b92b67cd72,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/731,n/a,Sedimentary Basins,WHSE_ENVIRONMENTAL_MONITORING.EMO_SEDIMENTARY_BASINS,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/12,n/a,n/a,n/a,
,n/a,648ce880273f47e394c8bd96fcc7dc42,n/a,407a054b59ce495f9f80c3ab33772843,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/111,n/a,Coastal BC Marine Navigation Aids,WHSE_ENVIRONMENTAL_MONITORING.CHRA_NAVIGATIONAL_AIDS_POINT,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/13,n/a,n/a,n/a,
,n/a,31116d3585e545968d5b2cea477c1c2e,n/a,n/a,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/844,n/a,BC Canadian Aquatic Biomonitoring Network (CABIN) Model Polygons,WHSE_ENVIRONMENTAL_MONITORING.ENV_CABIN_MODELS_SP,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/14,n/a,n/a,n/a,
,n/a,d5cb95c3019e40ebab7cc36b75f6f318,n/a,58b087b4e72543b6986a7438c7dc9d1c,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/211,n/a,Coastal Ferry Routes,WHSE_ENVIRONMENTAL_MONITORING.CHRA_FERRY_ROUTES_SP,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/15,n/a,n/a,n/a,
,n/a,2c15b088b68045ba94384056592dac94,n/a,ab6c8ee839cf4787ad4eb505e3b570d1,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/732,n/a,Federal Offshore Oil and Gas Tenures,WHSE_ENVIRONMENTAL_MONITORING.NRC_OFFSHR_OIL_GAS_TENURES,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/16,n/a,n/a,n/a,
,n/a,325d270c06124ab8a59e115b71b9afeb,n/a,b5fd37c9ca884203aa57c4c460a1a8e8,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/493,n/a,Shorezone Observed Habitat Lines,WHSE_ENVIRONMENTAL_MONITORING.SHZN_HAB_OBS_LINES_SV,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/17,n/a,n/a,n/a,
,n/a,282de20950a64924966a0aee7c359216,n/a,1446c6ecb2a7456f8055c5164676a2c3,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/711,n/a,Video Flightline Points,WHSE_ENVIRONMENTAL_MONITORING.SHZN_VIDEO_FLIGHTLINE_POINTS,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/18,n/a,n/a,n/a,
,n/a,36c6c2298b114cb2a00b5ce03b566930,n/a,31082a20cef84933b264046e7d03a530,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/246,n/a,Shorezone Biobanding Polygons,WHSE_ENVIRONMENTAL_MONITORING.SHZN_BIOBANDING_POLYS_SV,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/19,n/a,n/a,n/a,
,n/a,3ca584c2e57e472ea58e1c5fea812485,n/a,3d7af01d0ba94db78c8a62df06dbcdd0,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/367,n/a,BC Environmental Monitoring Locations,WHSE_ENVIRONMENTAL_MONITORING.EMS_MONITORING_LOCN_TYPES_SVW,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/2,n/a,n/a,n/a,
,n/a,89a768bfc42f41c1b1b50abde71cbaf6,n/a,82ca7cf9326c4477ab3c8ae26b579e14,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/735,n/a,Provincial Offshore Oil and Gas Tenures,WHSE_ENVIRONMENTAL_MONITORING.EMO_OFFSHR_OIL_GAS_TENURES,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/20,n/a,n/a,n/a,
,n/a,e7b50c68d3cd4ad78a93891900922f44,n/a,e655cdd7eb2546b0b8c99d6479b3be05,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/306,n/a,Cruise Ship Routes,WHSE_ENVIRONMENTAL_MONITORING.EMO_CRUISESHIP_ROUTES,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/21,n/a,n/a,n/a,
,n/a,6100681c75514932a963fdcd02172718,n/a,724bb0f1992543e6b04ec81d290c774d,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/437,n/a,Coastal BC Anchorages,WHSE_ENVIRONMENTAL_MONITORING.CHRA_ANCHORAGES_POINT,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/22,n/a,n/a,n/a,
,n/a,0ef0d7706ceb4443bb17e71ca2ed5a6a,n/a,1da5a0e8fea2496ca6c87ea7b295b559,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/30,n/a,Coastal BC Diving Sites,WHSE_ENVIRONMENTAL_MONITORING.CHRA_DIVING_SITES_POINT,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/23,n/a,n/a,n/a,
,n/a,d3b78a470efb4daab15389a90b743a5b,n/a,623a289a4215458c881c053e2839d365,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/475,n/a,Shorezone Biobanding Lines,WHSE_ENVIRONMENTAL_MONITORING.SHZN_BIOBANDING_LINES_SV,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/24,n/a,n/a,n/a,
,n/a,caf3d93f45324230bdeda2b22c360edd,n/a,2b1f0c570dab4bd69bf0646b5e119b54,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/476,n/a,Bioslide Points,WHSE_ENVIRONMENTAL_MONITORING.SHZN_BIOSLIDE_LOCS_SP,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/25,n/a,n/a,n/a,
,n/a,3c92a853833e435fac3fe2ff2af223d1,n/a,b9ce902265bf415dad3515c99efc3e7a,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/356,n/a,Coastal BC Marine Navigation Hazards - Point,WHSE_ENVIRONMENTAL_MONITORING.CHRA_MARINE_HAZARDS_POINT,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/26,n/a,n/a,n/a,
,n/a,3b8d33898e984d5c85bb7caeaba6d576,n/a,3e2b7da3a58c487797ac3351a7b62e8d,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/582,n/a,Coastal BC Marine and Freshwater Kayaking Routes,WHSE_ENVIRONMENTAL_MONITORING.CHRA_KAYAKING_ROUTES_LINE,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/27,n/a,n/a,n/a,
,n/a,97304d6a65334cebb71025a23bc8ec01,n/a,c90083100c6d4caeaae7487edaf5bc7b,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/224,n/a,Coastal BC Recreational Craft Cruising Routes,WHSE_ENVIRONMENTAL_MONITORING.CHRA_BOAT_CRUISING_ROUTES_LINE,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/28,n/a,n/a,n/a,
,n/a,14850d5648d34027a7836ad46a2d3755,n/a,9aee63b9665d44ac9dd57a55c82b1e51,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/262,n/a,Shore Unit Classifications - Polygon,WHSE_ENVIRONMENTAL_MONITORING.SHZN_SHORE_UNIT_CLASS_POLYS_SV,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/29,n/a,n/a,n/a,
,n/a,947c5a13caa341a98c30c1548676906c,n/a,237a342f86b2407cae505a8dfc584bee,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/727,n/a,Offshore Oil and Gas Exploration Potential,WHSE_ENVIRONMENTAL_MONITORING.NRC_QC_BASIN_EXPLRTN_POTENTLS,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/3,n/a,n/a,n/a,
,n/a,617a5a1f76464c14b02bf67e870322c6,n/a,ad63c862114c4550b8db4e69a9a81f61,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/481,n/a,Coastal BC Moorages,WHSE_ENVIRONMENTAL_MONITORING.CHRA_MOORAGES_POINT,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/30,n/a,n/a,n/a,
,n/a,33330362ecc64a5d904cb46dedf848bc,n/a,3f75691b82d3420492326633ccef5b6b,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/136,n/a,Coastal BC Marine Kayaking Destinations,WHSE_ENVIRONMENTAL_MONITORING.CHRA_KAYAKING_SITES_POINT,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/31,n/a,n/a,n/a,
,n/a,12ba3b5c9211439381be5f9739d3b510,n/a,2932e6506e0d4b61a0622710eff3054b,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/42,n/a,Shorezone Shoreunit Break Points,WHSE_ENVIRONMENTAL_MONITORING.SHZN_SHOREUNIT_BREAK_POINT,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/32,n/a,n/a,n/a,
,n/a,b2cf323a82184a7ab011427388a33493,n/a,efcef819a8fa42448b682e24e7e3f6b7,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/444,n/a,Shore Unit Classifications - Line,WHSE_ENVIRONMENTAL_MONITORING.SHZN_SHORE_UNIT_CLASS_LINES_SV,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/33,n/a,n/a,n/a,
,n/a,1fd9a39b75c7446d8ef13ca061892233,n/a,edce865131944131bb198a4f88ea3f2d,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/353,n/a,Shorezone Observed Habitat Polygons,WHSE_ENVIRONMENTAL_MONITORING.SHZN_HAB_OBS_POLYS_SV,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/34,n/a,n/a,n/a,
,n/a,ee3055bc52b840fab07abde83fcb3157,n/a,dcc1f0215ba74718922fa1f3caf1a173,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/12,n/a,Hydrometric Stations - Active and Discontinued,WHSE_ENVIRONMENTAL_MONITORING.ENVCAN_HYDROMETRIC_STN_SP,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/4,n/a,n/a,n/a,
,n/a,6d157ae123f74ff8b885b244b18f8c33,n/a,632d427a1f39444b9ded4293aeb9f877,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/684,n/a,Coastal BC Campsites,WHSE_ENVIRONMENTAL_MONITORING.CHRA_CAMPSITES_POINT,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/5,n/a,n/a,n/a,
,n/a,c58106c5f4ef4779894fd051fbf42565,n/a,8ef7a7684123416ebcd5b5346946c6df,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/550,n/a,Coastal BC Marinas,WHSE_ENVIRONMENTAL_MONITORING.CHRA_MARINAS_POINT,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/6,n/a,n/a,n/a,
,n/a,925809e052ff48e49241c0ea022604c5,n/a,762af5c2874d474ea0a4a72564804ed1,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/728,n/a,Federal Offshore Exploratory Wells,WHSE_ENVIRONMENTAL_MONITORING.NRC_OFFSHR_EXPLRTRY_WELLS,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/7,n/a,n/a,n/a,
,n/a,7880806030b44546819f678389930cf6,n/a,7a5d25c0a437448fb874f48bf181137a,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/278,n/a,Shipwreck Point Locations,WHSE_ENVIRONMENTAL_MONITORING.CHRA_SHIPWRECKS_SP,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/8,n/a,n/a,n/a,
,n/a,71d59e6363ce4821b03e910b6656a400,n/a,e4362571e5b947d787da3a7761546687,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/290,n/a,Coastal BC Boat Launches,WHSE_ENVIRONMENTAL_MONITORING.CHRA_BOAT_LAUNCHES_POINT,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_environmental_monitoring/MapServer/9,n/a,n/a,n/a,
,n/a,ce749802761d4a09b235633759d4c477,n/a,1be522f4340946fc9c18bac8c4cce19e,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/634,n/a,Stream Inventory Sample Sites,WHSE_FISH.FISS_STREAM_SAMPLE_SITES_SP,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/0,n/a,n/a,n/a,
,n/a,359831256bc343ae9b88008269f479b5,n/a,bb8c481a31fe4c08a5f65153dc2f53c1,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/279,n/a,PSCIS Remediation,WHSE_FISH.PSCIS_REMEDIATION_SVW,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/1,n/a,n/a,n/a,
,n/a,6b82edde4c2141fa93663187593d92f2,n/a,1b43336f81c6445ab2a5183d12c66ba5,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/247,n/a,Provincial Obstacles to Fish Passage,WHSE_FISH.FISS_OBSTACLES_PNT_SP,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/10,n/a,n/a,n/a,
,n/a,b26504f78af9485c96fe0b2700efdd4d,n/a,5f2b81c3eba8492a969a701fbd51e4f4,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/348,n/a,PSCIS Design Proposal,WHSE_FISH.PSCIS_DESIGN_PROPOSAL_SVW,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/11,n/a,n/a,n/a,
,n/a,3fbc43f756764e2f95e6818348266213,n/a,57dffd13c7f64b2ebcabf0519d46a1ca,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/119,n/a,Bathymetric Maps of Surveyed Lakes,WHSE_FISH.BATH_LAKE_BATHYMETRIC_SP,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/12,n/a,n/a,n/a,
,n/a,0881a928fd864532b7d8718610442313,n/a,144269eca03a4f5d9d917a8dc8f10b83,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/469,n/a,"WSA - Water Polygon Features (50,000)",WHSE_FISH.WDIC_WATERBODY_POLY_SVW,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/13,n/a,n/a,n/a,
,n/a,c1ea9374b0214da8b28f72861d17d0b8,n/a,7686ae9007794b4f853bac4c187b331a,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/573,n/a,Provincial Fish Ranges - Generalized,WHSE_FISH.FISS_FISH_RANGES_SP,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/14,n/a,n/a,n/a,
,n/a,02cff5d0f3a94b0bb7991780aa207acb,n/a,8dd71c27320b4ca680a2fa60516e25fe,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/605,n/a,PSCIS Assessments,WHSE_FISH.PSCIS_ASSESSMENT_SVW,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/15,n/a,n/a,n/a,
,n/a,a885366d06644fa7bbc9c19aa99a130b,n/a,1afa973b69cd45ffbd970a676d24984d,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/578,n/a,"WSA - Stream Routes (50,000)",WHSE_FISH.WDIC_WATERBODY_ROUTE_LINE_SVW,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/16,n/a,n/a,n/a,
,n/a,a069d8bcdd0d4be9afcfcd08503a4c8e,n/a,4c83a7a9d9164aae9d98d36ddad83f69,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/662,n/a,Ecological Catalogue (formerly AquaCat),WHSE_FISH.ACAT_REPORT_POINT_PUB_SVW,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/17,n/a,n/a,n/a,
,n/a,b6f4674cfca443cdab9f5adb5cb638a6,n/a,da7c34cfc0e74cb9bca0426f184f3f44,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/37,n/a,"WSA - Stream Centreline Network (50,000)",WHSE_FISH.WDIC_WATERBODY_STREAM_LINE_SVW,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/18,n/a,n/a,n/a,
,n/a,6a59b155b69344319ffcee567db62bdf,n/a,27213abd9bdf44dfb594e634f962380a,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/225,n/a,Bathymetric Maps,WHSE_FISH.BATH_SURVEY_MAP_SHEETS_SVW,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/19,n/a,n/a,n/a,
,n/a,44aac2d1e5d04301b2f2778c64db5ef7,n/a,3873941752c14e6283dea031deea0e1b,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/599,n/a,"WSA - BC Watershed Groups (50,000)",WHSE_FISH.WDIC_WATERSHED_GROUP_POLY,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/2,n/a,n/a,n/a,
,n/a,db3668a4f80e450f879a88f2c7ca4a6a,n/a,b2fd4fc9186b424f97e58b73d161ebab,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/41,n/a,Known BC Fish Observations and BC Fish Distributions,WHSE_FISH.FISS_FISH_OBSRVTN_PNT_SP,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/20,n/a,n/a,n/a,
,n/a,112ed60471a341febcfa8a9123de03da,n/a,218c272ae2224397ad8375df831dca65,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/323,https://maps.gov.bc.ca/arcgis/rest/services/mpcm/bcgwpub/MapServer/323,Lake Inventory Surveys,WHSE_FISH.FISS_LAKE_SURVEYS_SVW,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/21,n/a,n/a,n/a,
,n/a,2198874f07c441fabf7c717a8a256e39,n/a,ffa0b57c41624df88002062a1b36d6af,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/665,n/a,PSCIS Habitat Confirmations,WHSE_FISH.PSCIS_HABITAT_CONFIRMATION_SVW,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/3,n/a,n/a,n/a,
,n/a,62fe4dbb5dad4581bbf3f5b824827693,n/a,c83675e3e3224a6c975e10e5e44d32e8,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/499,n/a,"WSA - Third-Order and Greater Watersheds (50,000)",WHSE_FISH.WDIC_WATERSHED_POLY_SVW,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/4,n/a,n/a,n/a,
,n/a,c30f6f8e26274d36817f15df3e32a54b,n/a,bdfc0ada1d304f99999fee07368b6369,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/287,n/a,"BC Macro-Reaches (50,000)",WHSE_FISH.WDIC_MACRO_REACH_LINE_SVW,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/5,n/a,n/a,n/a,
,n/a,e106b0aceef947469e124cbb3daefa15,n/a,06853c37242f492e9071d585b343eb2b,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/107,n/a,Aquatic Invasive Species of British Columbia,WHSE_FISH.FISH_AQUATIC_INVASIVE_SPCS_SP,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/6,n/a,n/a,n/a,
,n/a,ce94a6156172428ea812a1ada7863f5a,n/a,eeedc87408d64af89fca07697178b1f6,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/542,n/a,"BC Historical Fish Distribution - Zones (50,000)",WHSE_FISH.FISS_HIST_FISH_DST_LIN_PUB_SVW,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/7,n/a,n/a,n/a,
20210811 Note - map image layer was not deprecated and its service url had been updated to point to mini-map service somehow (manually deprecated) https://governmentofbc.maps.arcgis.com/home/item.html?id=ba54584ef2204a66a43cece8374b7090,n/a,34c1c06228a34d43bdb251e504639856,n/a,d58a78a496cf49b2abcf3e4464350c13,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/14,n/a,"WSA - Aquatic Features (50,000)",WHSE_FISH.WDIC_AQUATIC_FEATURE_POINT_SVW,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/8,n/a,n/a,n/a,
,n/a,a36d18891e72440bb00682493477fd6e,n/a,c195f2a34ac443d184987f3c131f672d,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/646,n/a,"BC Historical Fish Distribution - Points (50,000)",WHSE_FISH.FISS_HIST_FISH_DST_PNT_PUB_SVW,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_fish/MapServer/9,n/a,n/a,n/a,
,n/a,e6d0bb2526d24826b1b26e23d0ed0ae1,n/a,6e5c9fc5099e4e5a887a675c8d013acb,https://maps.gov.bc.ca/arcserver/rest/services/mpcm/bcgwpub/MapServer/676,n/a,Forest Tenure Map Notation Polygon,WHSE_FOREST_TENURE.FTEN_MAP_NOTATN_POLY_SVW,https://maps.gov.bc.ca/arcserver/rest/services/whse/bcgw_pub_whse_forest_tenure/MapServer/0,n/a,n/a,n/a,
